location_stand,banking,bike_stands,available_bike_stands,available_bikes,longitude,latitude,holiday,workingday,weather,Season,temp,humidity,windspeed,casual,registered,count,date_time
Dorset street outside gaa ticket office ,FALSE,36,23,13,-6.260073334,53.36081366,0,0,1,3,18.04,58,27.9993,2,6,8,17-08-2021 17:00
"Wexford street, Infront of mega bikes.",TRUE,40,40,0,-6.265628189,53.33737258,0,0,2,3,18.04,62,19.9995,1,4,5,17-08-2021 18:00
"Camden street lower, outside ulster bank",FALSE,40,0,40,-6.265334487,53.33563406,0,0,1,3,17.22,67,22.0028,4,15,19,17-08-2021 19:00
Mountjoy square south outside dit,FALSE,20,10,10,-6.256683022,53.35602898,0,0,3,3,17.22,67,16.9979,6,30,36,17-08-2021 20:00
"Noel Purcell Walk, Infront of beaux lane house",FALSE,40,0,40,-6.26425758,53.34045385,0,0,2,3,16.4,76,22.0028,9,58,67,17-08-2021 21:00
"Chatham road, outside Mao restaurant",FALSE,40,18,22,-6.26260668,53.34104558,0,0,3,3,16.4,82,23.9994,17,112,129,17-08-2021 22:00
"William street south, outside dada restautsnt",FALSE,20,4,16,-6.263074726,53.34134584,0,0,3,3,16.4,76,23.9994,21,100,121,17-08-2021 23:00
"William street south, outside dada restautsnt",FALSE,30,30,0,-6.263074726,53.34134584,0,1,1,3,34.44,41,8.9981,64,465,529,18-08-2021 00:00
Saint Andrew street,TRUE,40,34,6,-6.261555254,53.34365901,0,1,1,3,33.62,43,7.0015,64,352,416,18-08-2021 01:00
"South George's street, outside Diwali",FALSE,30,21,9,-6.264543235,53.34274625,0,1,1,3,32.8,55,0,71,215,286,18-08-2021 02:00
"George's street, outside Hogans pub",TRUE,38,10,28,-6.264674664,53.34206327,0,1,1,3,31.16,58,6.0032,30,156,186,18-08-2021 03:00
Berkeley road outside Berkeley wash,FALSE,30,6,24,-6.269145906,53.35812925,0,1,1,3,31.16,58,7.0015,26,121,147,18-08-2021 04:00
Cathal Brugha street outside the Irish aid office,FALSE,40,6,34,-6.26068756,53.35209391,0,1,1,3,30.34,66,7.0015,19,53,72,18-08-2021 05:00
Cork street,FALSE,30,23,7,-6.290507019,53.33420699,0,1,1,3,29.52,79,8.9981,10,25,35,18-08-2021 06:00
"Camden street lower, Infront of icon health store. ",FALSE,20,19,1,-6.265275478,53.33621064,0,1,1,3,29.52,66,0,5,9,14,18-08-2021 07:00
"Drury street, outside Carousel",FALSE,30,16,14,-6.262984872,53.34294562,0,1,1,3,29.52,70,0,9,3,12,18-08-2021 08:00
Drury street outside Irish design shop,TRUE,40,32,8,-6.263002306,53.34274225,0,1,1,3,29.52,62,0,0,3,3,18-08-2021 09:00
"End of Hatch street lower, both sides of the road, outside cafe sol",FALSE,31,15,16,-6.255485415,53.33438318,0,1,1,3,28.7,74,0,1,6,7,18-08-2021 10:00
Hatch street lower,FALSE,35,30,5,-6.25756681,53.33374331,0,1,1,3,28.7,65,6.0032,5,25,30,18-08-2021 11:00
"George's street, opposite Dublin business school",TRUE,40,34,6,-6.264339387,53.34348527,0,1,1,3,29.52,64,0,6,95,101,18-08-2021 12:00
Open square beside Dublin City hall,FALSE,30,27,2,-6.266876757,53.34402251,0,1,1,3,29.52,74,7.0015,30,313,343,18-08-2021 13:00
Capel street outside spar,FALSE,30,25,5,-6.26842171,53.34736269,0,1,1,3,30.34,66,0,40,352,392,18-08-2021 14:00
"Great strand street, outside pantibar",FALSE,24,0,24,-6.267835647,53.34653888,0,1,2,3,31.98,62,8.9981,34,141,175,18-08-2021 15:00
"Essex street west, outside the gaiety school of acting.",FALSE,40,29,11,-6.268506199,53.34472227,0,1,2,3,32.8,59,15.0013,55,89,144,18-08-2021 16:00
Wellington quay,FALSE,36,28,8,-6.267154366,53.34537639,0,1,1,3,32.8,59,15.0013,61,88,149,18-08-2021 17:00
Four courts luas stop,FALSE,40,36,4,-6.272738725,53.34685272,0,1,1,3,33.62,56,12.998,60,125,185,18-08-2021 18:00
Marlborough street,FALSE,40,40,0,-6.257389784,53.34818009,0,1,1,3,34.44,49,11.0014,48,127,175,18-08-2021 19:00
Thomas street across from the hill top bar,TRUE,40,18,22,-6.28135398,53.34313377,0,1,1,3,35.26,44,19.0012,53,95,148,18-08-2021 20:00
Francis street opposite the liberty bell pub,TRUE,25,4,21,-6.275115162,53.34155082,0,1,1,3,35.26,39,19.0012,58,106,164,18-08-2021 21:00
Cornmarket street outside farrow and ball,FALSE,29,29,0,-6.275891662,53.34326188,0,1,1,3,35.26,39,19.9995,57,228,285,18-08-2021 22:00
May lane outside Hanley at the bar,FALSE,30,28,2,-6.275187582,53.3480536,0,1,1,3,32.8,55,11.0014,79,453,532,18-08-2021 23:00
"Pembroke street lower, opposite coffee angel.",FALSE,20,19,1,-6.25215143,53.33690652,1,0,1,3,13.12,57,19.0012,1,10,11,19-08-2021 00:00
"O'Connell street, median, behind Sir John Gray monument",TRUE,40,4,35,-6.259725988,53.34860279,1,0,1,3,12.3,61,12.998,0,6,6,19-08-2021 01:00
South Circular road tesco,FALSE,29,29,0,-6.274455339,53.33232339,1,0,1,3,12.3,61,12.998,0,8,8,19-08-2021 02:00
"Essex street east, outside the Clarence hotel",TRUE,35,35,0,-6.266537458,53.34511458,1,0,1,3,12.3,49,16.9979,0,13,13,19-08-2021 03:00
The coombe outside ovenden house. ,TRUE,40,40,0,-6.273295283,53.33919831,1,0,1,3,11.48,45,22.0028,0,46,46,19-08-2021 04:00
"College green, median",TRUE,23,14,9,-6.260206103,53.34439721,1,0,1,3,11.48,45,16.9979,5,116,121,19-08-2021 05:00
North king street,FALSE,30,30,0,-6.2726596,53.35032477,1,0,1,3,12.3,42,23.9994,9,249,258,19-08-2021 06:00
End of Adelaide road beside kiosk,TRUE,40,0,40,-6.253476441,53.3323394,1,0,1,3,13.12,45,30.0026,15,186,201,19-08-2021 07:00
Start of Fitzwilliam square north,FALSE,23,1,22,-6.250662804,53.33551714,1,0,1,3,13.12,42,36.9974,38,162,200,19-08-2021 08:00
"Middle abbey street,  outside independent house newspaper limited.",FALSE,40,40,0,-6.261388958,53.34824573,1,0,1,3,13.94,42,32.9975,20,150,170,19-08-2021 09:00
"Middle abbey street, outside austrailia travel.",FALSE,20,1,19,-6.263314784,53.34790949,1,0,1,3,13.94,42,31.0009,41,198,239,19-08-2021 10:00
Grand canal street lower,FALSE,20,20,0,-6.241157055,53.33936646,1,0,1,3,15.58,37,36.9974,57,179,236,19-08-2021 11:00
Mount street lower opposite new mount house,TRUE,21,10,11,-6.244124919,53.33894527,1,0,1,3,15.58,37,31.0009,64,183,247,19-08-2021 12:00
D'Oliver street,TRUE,29,24,5,-6.258493513,53.34681028,1,0,1,3,14.76,37,27.9993,29,187,216,19-08-2021 13:00
Foley street outside dance Irelamd,FALSE,40,39,1,-6.252858192,53.35146871,1,0,1,3,14.76,34,22.0028,49,189,238,19-08-2021 14:00
Blood stone road,FALSE,30,29,1,-6.235854328,53.34555893,1,0,1,3,13.94,39,22.0028,24,286,310,19-08-2021 15:00
Mayor square outside Snap and national college of Ireland.,TRUE,20,0,20,-6.24304533,53.34893742,1,0,1,3,13.94,39,16.9979,23,185,208,19-08-2021 16:00
"Fade street, outside the rage record store",FALSE,40,40,0,-6.263821721,53.34194797,1,0,1,3,13.12,39,11.0014,17,182,199,19-08-2021 17:00
Hume street,FALSE,40,33,7,-6.255581975,53.33800839,1,0,1,3,13.12,39,12.998,12,97,109,19-08-2021 18:00
Wolfe tone street,FALSE,30,2,27,-6.267700195,53.34936332,1,0,1,3,12.3,45,11.0014,4,79,83,19-08-2021 19:00
Wolfe tone street outside AXA office,FALSE,30,30,0,-6.26718387,53.34796313,1,0,1,3,13.12,39,12.998,13,78,91,19-08-2021 20:00
Coppinger row ,TRUE,30,30,0,-6.261603534,53.34194076,1,0,1,3,12.3,45,6.0032,6,67,73,19-08-2021 21:00
Saclville Place,TRUE,20,20,0,-6.258242726,53.34913596,0,0,1,3,9.84,60,8.9981,12,52,64,19-08-2021 22:00
Trinity street,FALSE,33,4,29,-6.26198709,53.34380633,0,0,1,3,9.84,60,8.9981,9,45,54,19-08-2021 23:00
Saint Andrew street,FALSE,30,23,7,-6.261555254,53.34365901,0,0,3,3,15.58,82,22.0028,30,102,132,20-08-2021 00:00
"South George's street, outside Diwali",FALSE,40,4,36,-6.264543235,53.34274625,0,0,2,3,16.4,82,16.9979,28,130,158,20-08-2021 01:00
"George's street, outside Hogans pub",TRUE,20,9,11,-6.264674664,53.34206327,0,0,2,3,16.4,82,22.0028,27,98,125,20-08-2021 02:00
Berkeley road outside Berkeley wash,TRUE,40,28,12,-6.269145906,53.35812925,0,0,2,3,17.22,71,23.9994,33,147,180,20-08-2021 03:00
Cathal Brugha street outside the Irish aid office,TRUE,40,0,40,-6.26068756,53.35209391,0,0,2,3,17.22,71,19.0012,41,154,195,20-08-2021 04:00
Cork street,TRUE,20,18,2,-6.290507019,53.33420699,0,0,2,3,16.4,76,19.9995,58,165,223,20-08-2021 05:00
"Camden street lower, Infront of icon health store. ",TRUE,40,37,3,-6.265275478,53.33621064,0,0,3,3,16.4,76,12.998,58,170,228,20-08-2021 06:00
"Drury street, outside Carousel",FALSE,16,8,8,-6.262984872,53.34294562,0,0,3,3,15.58,87,15.0013,23,117,140,20-08-2021 07:00
Drury street outside Irish design shop,TRUE,38,10,28,-6.263002306,53.34274225,0,0,2,3,15.58,82,12.998,27,99,126,20-08-2021 08:00
"End of Hatch street lower, both sides of the road, outside cafe sol",FALSE,30,0,0,-6.255485415,53.33438318,0,0,3,3,14.76,87,7.0015,8,58,66,20-08-2021 09:00
Hatch street lower,TRUE,16,15,1,-6.25756681,53.33374331,0,0,3,3,14.76,87,7.0015,3,53,56,20-08-2021 10:00
"George's street, opposite Dublin business school",FALSE,25,0,25,-6.264339387,53.34348527,0,0,2,3,14.76,93,15.0013,12,58,70,20-08-2021 11:00
Open square beside Dublin City hall,FALSE,20,17,3,-6.266876757,53.34402251,0,0,3,3,14.76,93,15.0013,8,57,65,20-08-2021 12:00
Capel street outside spar,TRUE,40,9,31,-6.26842171,53.34736269,0,0,3,3,14.76,93,19.9995,4,43,47,20-08-2021 13:00
"Great strand street, outside pantibar",FALSE,29,1,28,-6.267835647,53.34653888,0,0,3,3,13.94,87,16.9979,1,23,24,20-08-2021 14:00
"Essex street west, outside the gaiety school of acting.",TRUE,35,0,35,-6.268506199,53.34472227,0,0,3,3,13.94,87,19.9995,3,27,30,20-08-2021 15:00
Wellington quay,TRUE,40,22,18,-6.267154366,53.34537639,0,0,3,3,13.94,87,19.0012,4,5,9,20-08-2021 16:00
Four courts luas stop,TRUE,23,23,0,-6.272738725,53.34685272,0,0,2,3,13.94,87,16.9979,4,3,7,20-08-2021 17:00
Marlborough street,FALSE,30,0,30,-6.257389784,53.34818009,0,0,1,3,13.12,87,19.0012,0,7,7,20-08-2021 18:00
Thomas street across from the hill top bar,TRUE,40,40,0,-6.28135398,53.34313377,0,0,1,3,13.12,81,11.0014,2,13,15,20-08-2021 19:00
Francis street opposite the liberty bell pub,FALSE,23,23,0,-6.275115162,53.34155082,0,0,1,3,13.94,76,12.998,5,24,29,20-08-2021 20:00
Cornmarket street outside farrow and ball,FALSE,40,22,18,-6.275891662,53.34326188,0,0,2,3,13.94,76,12.998,14,50,64,20-08-2021 21:00
May lane outside Hanley at the bar,FALSE,20,20,0,-6.275187582,53.3480536,0,0,1,3,14.76,76,23.9994,19,96,115,20-08-2021 22:00
North kings street outside centra,FALSE,20,1,18,-6.270484328,53.35087553,0,0,2,3,14.76,71,19.0012,60,188,248,20-08-2021 23:00
North kings street outside centra,FALSE,20,18,2,-6.270484328,53.35087553,0,1,1,3,32.8,55,12.998,97,488,585,21-08-2021 00:00
Cathal Brugha Street outside the Living Room pub,FALSE,40,33,7,-6.260164529,53.35221318,0,1,1,3,32.8,49,7.0015,69,302,371,21-08-2021 01:00
Parliament street outside paramount hotel,FALSE,30,29,1,-6.267481595,53.34471186,0,1,1,3,32.8,43,12.998,34,258,292,21-08-2021 02:00
Parliament street outside spar shop,TRUE,29,20,9,-6.267346144,53.34468624,0,1,1,3,31.98,46,16.9979,46,184,230,21-08-2021 03:00
"Eustace street, outside the Italian corner restaurant",FALSE,30,21,4,-6.264945567,53.34561337,0,1,1,3,31.98,46,19.9995,28,127,155,21-08-2021 04:00
"Essex street, outside the shack restaurant.",FALSE,40,40,0,-6.264374256,53.34549008,0,1,1,3,31.16,48,19.0012,22,53,75,21-08-2021 05:00
"Cope street, behind central bank",FALSE,40,23,17,-6.26306802,53.34492803,0,1,1,3,30.34,51,15.0013,19,18,37,21-08-2021 06:00
"Temple bar, outside Rory's fishing shop.",FALSE,40,36,4,-6.262601316,53.34562138,0,1,1,3,29.52,54,12.998,7,10,17,21-08-2021 07:00
"Fleet Street, outside hard rock cafe",TRUE,40,35,5,-6.260741204,53.34577029,0,1,1,3,29.52,54,11.0014,1,10,11,21-08-2021 08:00
Burgh quay,FALSE,40,21,19,-6.25832051,53.34702084,0,1,1,3,28.7,58,11.0014,1,3,4,21-08-2021 09:00
Cork street,TRUE,40,32,8,-6.290792674,53.33423022,0,1,1,3,28.7,54,8.9981,1,4,5,21-08-2021 10:00
"Westmorleland street, outside Bewleys",FALSE,30,19,11,-6.259278059,53.34617781,0,1,1,3,27.88,61,6.0032,2,30,32,21-08-2021 11:00
Christchurch square,FALSE,30,9,21,-6.271794587,53.34257811,0,1,1,3,27.88,61,0,9,110,119,21-08-2021 12:00
Thomas street outside st johns priory,FALSE,40,37,3,-6.277763844,53.34286315,0,1,1,3,28.7,58,6.0032,16,289,305,21-08-2021 13:00
Merchants quay,FALSE,30,28,2,-6.272678375,53.34495686,0,1,1,3,30.34,51,12.998,38,361,399,21-08-2021 14:00
Parkgate street outside Landis\subwau,FALSE,20,4,16,-6.294609457,53.34817688,0,1,1,3,31.16,48,15.0013,32,148,180,21-08-2021 15:00
"Capel street, outside mcQuillan tools",FALSE,20,12,8,-6.26865238,53.34804559,0,1,1,3,32.8,43,15.0013,41,72,113,21-08-2021 16:00
Fitzwilliam street upper,FALSE,30,11,19,-6.250543445,53.33552355,0,1,1,3,32.8,41,26.0027,54,95,149,21-08-2021 17:00
Fitzwilliam street lower,FALSE,22,6,16,-6.248227358,53.33788988,0,1,1,3,33.62,38,19.9995,74,166,240,21-08-2021 18:00
Fitzwilliam street lower,FALSE,38,34,4,-6.248077154,53.33777617,0,1,1,3,33.62,38,19.0012,41,150,191,21-08-2021 19:00
Church street Londis,TRUE,40,21,19,-6.274377555,53.35003177,0,1,1,3,34.44,34,22.0028,62,116,178,21-08-2021 20:00
Top of Smithfield,FALSE,27,5,22,-6.277834922,53.34944898,0,1,1,3,35.26,30,22.0028,53,141,194,21-08-2021 21:00
Fitzwilliam square north,FALSE,40,23,17,-6.251549274,53.33571254,0,1,1,3,35.26,26,19.9995,76,206,282,21-08-2021 22:00
Manor street,FALSE,30,21,9,-6.285188198,53.35308412,0,1,1,3,34.44,26,19.9995,71,513,584,21-08-2021 23:00
Pearce street opposite parser square,FALSE,40,40,0,-6.242224574,53.3428079,0,0,1,3,9.84,65,6.0032,7,39,46,22-08-2021 00:00
Parnell street outside cineworld.,FALSE,40,10,30,-6.267755181,53.350079,0,0,1,3,9.84,70,8.9981,4,13,17,22-08-2021 01:00
"Abbey Street Lower, outside Abbey Theatre.",FALSE,20,20,0,-6.256624013,53.34880213,0,0,1,3,8.2,80,8.9981,0,7,7,22-08-2021 02:00
Abbey Street Lower outside Beresford Court.,TRUE,30,28,2,-6.255399585,53.34901748,0,0,1,3,9.02,75,6.0032,1,3,4,22-08-2021 03:00
Pearce street and Townsend street,TRUE,30,14,16,-6.256809086,53.34580232,0,0,1,3,9.02,75,11.0014,0,7,7,22-08-2021 04:00
"Stephens green, in front of beneton shop",FALSE,32,13,19,-6.260926276,53.3398373,0,0,1,3,9.02,75,12.998,3,24,27,22-08-2021 05:00
East wall road outside the O2 ,FALSE,40,16,24,-6.227487177,53.34842026,0,0,1,3,10.66,70,12.998,14,87,101,22-08-2021 06:00
"Bedford row, beside Ladbrokes",FALSE,30,0,29,-6.261851639,53.34615699,0,0,1,3,12.3,61,11.0014,18,142,160,22-08-2021 07:00
Talbot Street outside Carrolls shop,TRUE,30,16,14,-6.2569727,53.35029835,0,0,1,3,13.94,61,19.0012,62,170,232,22-08-2021 08:00
"Fleet Street, outside TGI restaurant.",FALSE,40,40,0,-6.259736717,53.34583434,0,0,1,3,15.58,54,19.0012,102,213,315,22-08-2021 09:00
"Aston quay, outside house of colour",FALSE,20,19,1,-6.262689829,53.34607693,0,0,1,3,18.04,44,19.0012,142,224,366,22-08-2021 10:00
Harcourt street outside Starbucks ,TRUE,40,5,35,-6.262397468,53.3327959,0,0,1,3,19.68,36,19.0012,128,225,353,22-08-2021 11:00
"New bride street , Infront of small green",FALSE,30,12,18,-6.269115061,53.33779779,0,0,1,3,20.5,36,19.9995,191,244,435,22-08-2021 12:00
Mount street ctescent,TRUE,30,26,4,-6.243086904,53.33666389,0,0,1,3,21.32,29,19.0012,165,221,386,22-08-2021 13:00
Beresford Place median,FALSE,40,39,1,-6.254668683,53.34915197,0,0,1,3,21.32,32,16.9979,137,224,361,22-08-2021 14:00
Kevin's street outside o haras pharmacy,FALSE,30,27,3,-6.266076118,53.33774334,0,0,1,3,20.5,34,16.9979,92,193,285,22-08-2021 15:00
Dorset street outside gaa ticket office ,TRUE,40,12,28,-6.260073334,53.36081366,0,0,1,3,17.22,58,12.998,53,150,203,22-08-2021 16:00
"Wexford street, Infront of mega bikes.",FALSE,30,29,1,-6.265628189,53.33737258,0,0,1,3,17.22,50,16.9979,32,139,171,22-08-2021 17:00
"Camden street lower, outside ulster bank",TRUE,38,34,4,-6.265334487,53.33563406,0,0,1,3,17.22,50,19.0012,31,101,132,22-08-2021 18:00
Mountjoy square south outside dit,FALSE,30,30,0,-6.256683022,53.35602898,0,0,1,3,17.22,47,19.0012,19,103,122,22-08-2021 19:00
"Noel Purcell Walk, Infront of beaux lane house",FALSE,40,1,39,-6.26425758,53.34045385,0,0,1,3,17.22,47,16.9979,30,88,118,22-08-2021 20:00
"Chatham road, outside Mao restaurant",FALSE,30,8,22,-6.26260668,53.34104558,0,0,1,3,16.4,58,11.0014,23,78,101,22-08-2021 21:00
"William street south, outside dada restautsnt",FALSE,20,20,0,-6.263074726,53.34134584,0,0,2,3,16.4,58,12.998,12,61,73,22-08-2021 22:00
Saint Andrew street,FALSE,30,27,3,-6.261555254,53.34365901,0,0,2,3,14.76,66,12.998,13,58,71,22-08-2021 23:00
Cathal Brugha Street outside the Living Room pub,TRUE,21,21,0,-6.260164529,53.35221318,0,0,2,3,15.58,66,16.9979,74,218,292,23-08-2021 00:00
Parliament street outside paramount hotel,TRUE,29,29,0,-6.267481595,53.34471186,0,0,2,3,16.4,62,12.998,78,243,321,23-08-2021 01:00
Parliament street outside spar shop,FALSE,40,35,5,-6.267346144,53.34468624,0,0,3,3,16.4,62,15.0013,84,224,308,23-08-2021 02:00
"Eustace street, outside the Italian corner restaurant",FALSE,30,0,30,-6.264945567,53.34561337,0,0,3,3,14.76,81,11.0014,61,195,256,23-08-2021 03:00
"Essex street, outside the shack restaurant.",TRUE,20,17,3,-6.264374256,53.34549008,0,0,3,3,14.76,81,16.9979,29,144,173,23-08-2021 04:00
"Cope street, behind central bank",FALSE,40,0,40,-6.26306802,53.34492803,0,0,3,3,14.76,87,12.998,44,162,206,23-08-2021 05:00
"Temple bar, outside Rory's fishing shop.",FALSE,40,0,40,-6.262601316,53.34562138,0,0,3,3,14.76,87,11.0014,32,135,167,23-08-2021 06:00
"Fleet Street, outside hard rock cafe",FALSE,30,30,0,-6.260741204,53.34577029,0,0,2,3,14.76,81,12.998,16,158,174,23-08-2021 07:00
Burgh quay,FALSE,30,1,29,-6.25832051,53.34702084,0,0,2,3,15.58,76,11.0014,34,128,162,23-08-2021 08:00
Cork street,TRUE,30,2,28,-6.290792674,53.33423022,0,0,2,3,14.76,76,16.9979,16,71,87,23-08-2021 09:00
"Westmorleland street, outside Bewleys",TRUE,20,11,9,-6.259278059,53.34617781,0,0,1,3,14.76,71,15.0013,17,71,88,23-08-2021 10:00
Christchurch square,FALSE,33,32,1,-6.271794587,53.34257811,0,0,3,3,14.76,81,6.0032,9,55,64,23-08-2021 11:00
Thomas street outside st johns priory,FALSE,40,25,15,-6.277763844,53.34286315,0,0,1,3,14.76,81,6.0032,6,19,25,23-08-2021 12:00
Merchants quay,FALSE,40,39,1,-6.272678375,53.34495686,0,1,1,3,13.94,87,7.0015,3,13,16,23-08-2021 13:00
Parkgate street outside Landis\subwau,FALSE,20,20,0,-6.294609457,53.34817688,0,1,1,3,14.76,81,6.0032,1,5,6,23-08-2021 14:00
"Capel street, outside mcQuillan tools",TRUE,30,27,3,-6.26865238,53.34804559,0,1,1,3,14.76,76,7.0015,0,4,4,23-08-2021 15:00
Fitzwilliam street upper,TRUE,30,30,0,-6.250543445,53.33552355,0,1,1,3,14.76,81,0,1,6,7,23-08-2021 16:00
Fitzwilliam street lower,FALSE,32,32,0,-6.248227358,53.33788988,0,1,1,3,13.94,87,7.0015,2,6,8,23-08-2021 17:00
Fitzwilliam street lower,FALSE,40,28,11,-6.248077154,53.33777617,0,1,2,3,14.76,76,7.0015,4,17,21,23-08-2021 18:00
Church street Londis,FALSE,30,30,0,-6.274377555,53.35003177,0,1,2,3,14.76,71,0,3,91,94,23-08-2021 19:00
Top of Smithfield,TRUE,30,10,20,-6.277834922,53.34944898,0,1,2,3,14.76,71,8.9981,8,241,249,23-08-2021 20:00
Fitzwilliam square north,FALSE,40,25,15,-6.251549274,53.33571254,0,1,2,3,14.76,71,7.0015,13,359,372,23-08-2021 21:00
Manor street,FALSE,20,9,11,-6.285188198,53.35308412,0,1,2,3,16.4,66,6.0032,12,141,153,23-08-2021 22:00
Middle abbey street across the road from the Gin Palace  pub,TRUE,40,40,0,-6.263397932,53.34801997,0,1,2,3,16.4,66,7.0015,19,82,101,23-08-2021 23:00
Middle abbey street across the road from the Gin Palace  pub,FALSE,40,35,5,-6.263397932,53.34801997,0,1,1,3,33.62,28,19.9995,70,489,559,24-08-2021 00:00
"Camden street, Infront of great deals store.",TRUE,30,25,5,-6.265190989,53.33592955,0,1,1,3,32.8,26,16.9979,79,334,413,24-08-2021 01:00
Berkeley road outside post office,FALSE,20,17,3,-6.269591153,53.35858467,0,1,1,3,31.16,31,8.9981,59,253,312,24-08-2021 02:00
Liffey street outside entrance to Arnotts.,TRUE,40,16,24,-6.264034957,53.34852353,0,1,1,3,31.16,33,7.0015,47,162,209,24-08-2021 03:00
Mount street uppwr,FALSE,40,0,40,-6.244546026,53.33702184,0,1,1,3,30.34,37,0,17,122,139,24-08-2021 04:00
Charlemont place beside luas station ,FALSE,36,27,9,-6.258653104,53.33091783,0,1,1,3,30.34,37,6.0032,14,94,108,24-08-2021 05:00
Grand canal docks,TRUE,40,34,6,-6.238808781,53.34258852,0,1,1,3,28.7,45,7.0015,6,40,46,24-08-2021 06:00
Admiral brown street,FALSE,40,6,34,-6.239453852,53.34532995,0,1,1,3,28.7,45,8.9981,9,17,26,24-08-2021 07:00
All along Forbes street,FALSE,20,18,2,-6.238279045,53.34498248,0,1,1,3,27.06,54,8.9981,3,8,11,24-08-2021 08:00
Blood stone /road horse fair intersection,FALSE,40,16,24,-6.235983074,53.3450089,0,1,1,3,26.24,57,8.9981,2,7,9,24-08-2021 09:00
A'll along bood stone road,FALSE,40,22,18,-6.235950887,53.34507375,0,1,1,3,26.24,57,11.0014,1,4,5,24-08-2021 10:00
All along Forbes street,FALSE,20,14,6,-6.238179803,53.34482395,0,1,1,3,26.24,61,12.998,2,23,25,24-08-2021 11:00
"Fade street, outside hogans bar",FALSE,30,30,0,-6.264417171,53.34207047,0,1,1,3,25.42,65,11.0014,5,101,106,24-08-2021 12:00
Benson street,FALSE,40,9,31,-6.233445704,53.34433076,0,1,1,3,27.06,54,8.9981,15,292,307,24-08-2021 13:00
Horse fair,TRUE,20,20,0,-6.236972809,53.34497847,0,1,1,3,28.7,45,11.0014,29,361,390,24-08-2021 14:00
Prussia street,TRUE,40,36,4,-6.287840903,53.35609622,0,1,1,3,29.52,39,15.0013,31,166,197,24-08-2021 15:00
"Start of South William street, outside jewl in the crown",TRUE,40,16,24,-6.262051463,53.3428119,0,1,1,3,30.34,37,16.9979,36,96,132,24-08-2021 16:00
 Parnell square west outside the rotunda hospital ,TRUE,20,6,14,-6.26450032,53.35301127,0,1,1,3,31.16,35,16.9979,59,128,187,24-08-2021 17:00
,TRUE,40,30,10,-6.290662587,53.34183507,0,1,1,3,31.98,31,16.9979,50,164,214,24-08-2021 18:00
"Queen street, probation service ",FALSE,16,16,0,-6.279795617,53.34779341,0,1,1,3,31.16,31,15.0013,51,166,217,24-08-2021 19:00
"Christ church place, outside sunny's newsagent",TRUE,38,7,31,-6.270240247,53.34315219,0,1,1,3,32.8,29,0,39,103,142,24-08-2021 20:00
